OrderID,Label,StatusCode
2024032314365587677926550,1,0
2024032314365587677926550,0,1
2024032314365587677926550,0,2
2021120810033675485156967,1,2
2021120810033675485156967,0,0
2021120810033675485156967,0,1
2023090820490323584481942,1,2
2023090820490323584481942,0,0
2023090820490323584481942,0,1
2023100415125927127320303,1,1
2023100415125927127320303,0,0
2023100415125927127320303,0,2
2024060919185215526122516,1,0
2024060919185215526122516,0,1
2024060919185215526122516,0,2
2023040104242518631423204,1,1
2023040104242518631423204,0,0
2023040104242518631423204,0,2
2022111217195703227738539,1,1
2022111217195703227738539,0,0
2022111217195703227738539,0,2
2024040823430926143846037,1,1
2024040823430926143846037,0,0
2024040823430926143846037,0,2
2022010202473012960863994,1,1
2022010202473012960863994,0,0
2022010202473012960863994,0,2
2022012821384602098211819,1,2
2022012821384602098211819,0,0
2022012821384602098211819,0,1
2022091109065709526621534,1,1
2022091109065709526621534,0,0
2022091109065709526621534,0,2
2024021112040083630781404,1,1
2024021112040083630781404,0,0
2024021112040083630781404,0,2
2022013017251698985740236,1,1
2022013017251698985740236,0,0
2022013017251698985740236,0,2
2023061208500024992060668,1,1
2023061208500024992060668,0,0
2023061208500024992060668,0,2
2023102511355843093439489,1,0
2023102511355843093439489,0,1
2023102511355843093439489,0,2
2023031105442078398807893,1,2
2023031105442078398807893,0,0
2023031105442078398807893,0,1
2024062714255044265186950,1,1
2024062714255044265186950,0,0
2024062714255044265186950,0,2
2024081603434267332782332,1,1
2024081603434267332782332,0,0
2024081603434267332782332,0,2
2021012208471176444828738,1,0
2021012208471176444828738,0,1
2021012208471176444828738,0,2
2021110406542848285122469,1,2
2021110406542848285122469,0,0
2021110406542848285122469,0,1
2024093003411700615546925,1,2
2024093003411700615546925,0,0
2024093003411700615546925,0,1
2023010602084190730401310,1,1
2023010602084190730401310,0,0
2023010602084190730401310,0,2
2023072313135852861171944,1,1
2023072313135852861171944,0,0
2023072313135852861171944,0,2
2024072404551070521942189,1,0
2024072404551070521942189,0,1
2024072404551070521942189,0,2
2022081804045766583946169,1,2
2022081804045766583946169,0,0
2022081804045766583946169,0,1
2022062315074905941671135,1,0
2022062315074905941671135,0,1
2022062315074905941671135,0,2
2021092610520296726875685,1,1
2021092610520296726875685,0,0
2021092610520296726875685,0,2
2023060716590867912979307,1,2
2023060716590867912979307,0,0
2023060716590867912979307,0,1
2021110302582251959272666,1,1
2021110302582251959272666,0,0
2021110302582251959272666,0,2
2021072505083226589397274,1,0
2021072505083226589397274,0,1
2021072505083226589397274,0,2
2023021806514402737488305,1,2
2023021806514402737488305,0,0
2023021806514402737488305,0,1
2022021612433961413198142,1,1
2022021612433961413198142,0,0
2022021612433961413198142,0,2
2023092909481989919839066,1,1
2023092909481989919839066,0,0
2023092909481989919839066,0,2
2022070901225434762369946,1,1
2022070901225434762369946,0,0
2022070901225434762369946,0,2
2022122214481298064377008,1,1
2022122214481298064377008,0,0
2022122214481298064377008,0,2
2023091717421132260895592,1,2
2023091717421132260895592,0,0
2023091717421132260895592,0,1
2021062911591870720532092,1,1
2021062911591870720532092,0,0
2021062911591870720532092,0,2
2023112023260089201935469,1,1
2023112023260089201935469,0,0
2023112023260089201935469,0,2
2022042021122876852255896,1,2
2022042021122876852255896,0,0
2022042021122876852255896,0,1
2023102720333400128628299,1,2
2023102720333400128628299,0,0
2023102720333400128628299,0,1
2023111620081439551314513,1,2
2023111620081439551314513,0,0
2023111620081439551314513,0,1
2022102802145829264054779,1,2
2022102802145829264054779,0,0
2022102802145829264054779,0,1
2022020506320673708805071,1,2
2022020506320673708805071,0,0
2022020506320673708805071,0,1
2021062106131154421322389,1,0
2021062106131154421322389,0,1
2021062106131154421322389,0,2
2024021901225278506485024,1,1
2024021901225278506485024,0,0
2024021901225278506485024,0,2
2024022002485206109822046,1,1
2024022002485206109822046,0,0
2024022002485206109822046,0,2
2024112920411153190327491,1,1
2024112920411153190327491,0,0
2024112920411153190327491,0,2
2021082903171043155226484,1,0
2021082903171043155226484,0,1
2021082903171043155226484,0,2
2024091700124727087237836,1,2
2024091700124727087237836,0,0
2024091700124727087237836,0,1
2021032407352311170857571,1,1
2021032407352311170857571,0,0
2021032407352311170857571,0,2
2021012306541226844056558,1,1
2021012306541226844056558,0,0
2021012306541226844056558,0,2
2021071206270660346885852,1,1
2021071206270660346885852,0,0
2021071206270660346885852,0,2
2024011023013821874446806,1,1
2024011023013821874446806,0,0
2024011023013821874446806,0,2
2024041821495323260671673,1,1
2024041821495323260671673,0,0
2024041821495323260671673,0,2
2022031821131818288929802,1,1
2022031821131818288929802,0,0
2022031821131818288929802,0,2
2023022312254289031538039,1,1
2023022312254289031538039,0,0
2023022312254289031538039,0,2
2023122717205940055560433,1,1
2023122717205940055560433,0,0
2023122717205940055560433,0,2
2022072615545431585448683,1,1
2022072615545431585448683,0,0
2022072615545431585448683,0,2
2022040505520293217683333,1,2
2022040505520293217683333,0,0
2022040505520293217683333,0,1
2022010300083942871772412,1,2
2022010300083942871772412,0,0
2022010300083942871772412,0,1
2022102012045832802662544,1,2
2022102012045832802662544,0,0
2022102012045832802662544,0,1
2021073022021883273156218,1,1
2021073022021883273156218,0,0
2021073022021883273156218,0,2
2021061208081657178281128,1,0
2021061208081657178281128,0,1
2021061208081657178281128,0,2
2024083004474508850161380,1,2
2024083004474508850161380,0,0
2024083004474508850161380,0,1
2023060512423154003195630,1,1
2023060512423154003195630,0,0
2023060512423154003195630,0,2
2021101003155700322304661,1,1
2021101003155700322304661,0,0
2021101003155700322304661,0,2
2023021104191194872146348,1,2
2023021104191194872146348,0,0
2023021104191194872146348,0,1
2021020808204421522161122,1,2
2021020808204421522161122,0,0
2021020808204421522161122,0,1
2021070108291192044214165,1,2
2021070108291192044214165,0,0
2021070108291192044214165,0,1
2024042517273075652935185,1,1
2024042517273075652935185,0,0
2024042517273075652935185,0,2
2022031923390690067426375,1,0
2022031923390690067426375,0,1
2022031923390690067426375,0,2
2021030102081382222486244,1,2
2021030102081382222486244,0,0
2021030102081382222486244,0,1
2023120504210200919088115,1,0
2023120504210200919088115,0,1
2023120504210200919088115,0,2
2023070806582100954414886,1,0
2023070806582100954414886,0,1
2023070806582100954414886,0,2
2024102404235883013665101,1,1
2024102404235883013665101,0,0
2024102404235883013665101,0,2
2023011000083767334954135,1,1
2023011000083767334954135,0,0
2023011000083767334954135,0,2
2023051322591849000933708,1,0
2023051322591849000933708,0,1
2023051322591849000933708,0,2
2024050210394492410574934,1,1
2024050210394492410574934,0,0
2024050210394492410574934,0,2
2024041705211395630570683,1,2
2024041705211395630570683,0,0
2024041705211395630570683,0,1
2021072800225299963272965,1,1
2021072800225299963272965,0,0
2021072800225299963272965,0,2
2023041019465138671717209,1,1
2023041019465138671717209,0,0
2023041019465138671717209,0,2
2021021723470480895636162,1,2
2021021723470480895636162,0,0
2021021723470480895636162,0,1
2022122118425061003174391,1,1
2022122118425061003174391,0,0
2022122118425061003174391,0,2
2022012701091884763801994,1,1
2022012701091884763801994,0,0
2022012701091884763801994,0,2
2022030623142614705048408,1,2
2022030623142614705048408,0,0
2022030623142614705048408,0,1
2024032906024989818367432,1,1
2024032906024989818367432,0,0
2024032906024989818367432,0,2
2024021121164895402125074,1,1
2024021121164895402125074,0,0
2024021121164895402125074,0,2
2023111915424648466354383,1,1
2023111915424648466354383,0,0
